t,f,its,flag,fails
0.000749,5820.29850499479,437,0,0
0.000142,5820.29850499479,437,0,0
0.000153,5820.29850499479,437,0,0
0.000136,5820.29850499479,437,0,0
0.063135,5820.29850499479,594,0,0
0.036808,5820.29850499479,873,0,0
